"","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01"
"corneal membrane changes",-0.196164909951225,-0.0939868724508522,-0.446604783084118,-0.737658001960355,-0.466578017043909,-0.229288251353136,-0.323082561489977,-0.325778467302194,-0.210820177548956,-0.175251111913953,-0.00572902956071388,0.174462112017281,-0.251628476793523,-0.223024929734159,-0.0853580310609557,-0.201681451103792,-0.144394311237013,0.0736461792686741,-0.185119071120031,-0.0783736643526152,0.0133807317021833,-0.128167094982131,0.0378835728284787,0.061635537734169
"corneal neovascularization",-0.0270248523302663,0.0101526148219415,-0.349205891548144,-0.765763841513809,-0.439092940531023,-0.105227298196395,-0.115200555512791,-0.210207311870303,-0.134492391204619,-0.16628924816575,-0.171698353752428,-0.106969439085716,-0.145594973578152,-0.0940251744882882,-0.00754762888363505,-0.0237044990006897,-0.166160363945728,-0.0322797978282467,-0.097243791121957,-0.123385184924262,-0.13666117555498,-0.196296621811489,-0.136576966395537,-0.191514699812122
"corneal pigmentations/deposits",-0.0216849010926602,-0.00233124300396721,-0.307762645119387,-0.789091527626285,-0.404532458471353,-0.0678422584024261,-0.210128432447701,-0.213346176777352,-0.105107295149466,-0.260413451828529,-0.156589085126131,-0.0484258981871029,-0.212913435252882,-0.114867792609851,0.0612117129845836,-0.189737709375082,-0.163009202989613,0.0421302465440101,-0.217890854237717,-0.106944001318887,-0.0464590787916081,-0.294280842154735,-0.10976414770449,-0.112120165862486
"corneal scars/opacities - central",-0.0162166815418533,-0.0345509297760261,-0.350907313053604,-0.743869396773512,-0.403244673026529,-0.0790893298469619,-0.102929095925955,-0.192519362527732,-0.110576473527306,-0.173496159997744,-0.190053726342697,-0.0894591702934123,-0.166751437710378,-0.173085291074641,-0.000604314377628042,-0.0613724748059379,-0.164150108383838,-0.046090492745348,-0.131245990095252,-0.108771796452425,-0.127838760937298,-0.238326009523708,-0.195845566173394,-0.192106861083497
"corneal scars/opacities - minor/other",0.00553372260931306,-0.00873597055012107,-0.365549915640598,-0.780553052291242,-0.434702744720389,-0.0858228578883627,-0.0964578996521993,-0.190771444043476,-0.0996212949475561,-0.158456364711176,-0.172125618058292,-0.0740534223773113,-0.126687981077799,-0.129179202052295,-0.0129017747336903,-0.0631775313980229,-0.159198286422779,-0.024139433955453,-0.0855924992487071,-0.100283992581957,-0.0800836050827581,-0.17126941133657,-0.107344177130454,-0.125277175841316
"corneal transplant failure",-0.133000702822471,-0.125999425006913,-0.374167089024654,-0.723684542969797,-0.347695107419712,-0.117519251765104,-0.181863533512953,-0.257214651746761,-0.180580467869106,-0.259563611021473,-0.250214476400467,-0.191423037600558,-0.287522198016447,-0.264943294882743,-0.122885546740142,-0.201574204169073,-0.290141499255755,-0.237499741547007,-0.277580899578118,-0.250853028219822,-0.340035722047891,-0.381994630379458,-0.320182641640435,-0.358100431132169
"corneal transplant rejection",-0.0173203698837711,-0.0802513971652438,-0.2353946697556,-0.584484063588147,-0.25389876664707,-0.0241599915777738,-0.0851799012465433,-0.140280580224584,-0.100124805819206,-0.146984837758689,-0.205199294694291,-0.151945618781793,-0.182503391363556,-0.186031019893135,-0.02975905202177,-0.123321273633207,-0.197772756130098,-0.0680371729216308,-0.137473170881387,-0.119842345222504,-0.194304356166853,-0.197760911857798,-0.180423627785746,-0.259506957874727
"corneal ulcer - perforated",-0.108661296714345,-0.036844723122306,-0.261134945655272,-0.36206266131915,-0.075582817694802,-0.017511768259948,-0.0525208563972705,-0.110246784477132,-0.108887295412547,-0.204498017545022,-0.10527080266016,-0.0663353844232187,-0.0858058565718652,-0.228355565393462,-0.0404518533762956,-0.0830591641478211,-0.144008065616359,-0.106081492864614,-0.217865956864135,-0.150973162486054,-0.252164963128982,-0.226332256013294,-0.245938860346708,-0.317221693799838
"corneal ulcer - unperforated, iso epi defect",-0.174751824343254,-0.141687898542599,-0.335882388625235,-0.594341373585049,-0.399186976642041,-0.157426152175578,-0.274902413674811,-0.231308286019976,-0.0510956955912747,-0.171661122463116,-0.0595453713529121,-0.0165734028058836,-0.336793818717159,-0.300036596173679,-0.172886123731232,-0.335518105176843,-0.279359545741755,-0.118592238149539,-0.316343540208182,-0.174514542844925,0.0292367126360041,-0.189191162400872,0.0524699892526668,-0.0244212792735729
"corneal ulcer - unperforated, w/ str involv",-0.0732395432069397,-0.0324812248650713,-0.23729624562862,-0.502410978368758,-0.330073874703299,-0.125301761513258,-0.124493685073095,-0.189576905680523,-0.149765569595833,-0.170548063571069,-0.177581168866654,-0.122393859637216,-0.167781433942369,-0.126871760221867,-0.056508897442779,-0.0513858435224405,-0.145990133020959,-0.0478613480851208,-0.0900017748026428,-0.0834858359969754,-0.0829195858335099,-0.176462448849826,-0.107855190201415,-0.157869600880296
"corrosion, cornea/conjunctival sac",0.00812759977095387,-0.0330541773919404,-0.211444193304544,-0.353911551318666,-0.167394799861612,0.132019170294489,0.160494941012801,-0.000640648656148779,0.00925535621782882,0.122556812738367,0.096765215721661,-0.00188947670137794,0.0962590279204179,0.0414390313728088,0.124403589631308,0.094591555894522,0.131662428244489,0.341703744351584,0.188419771007158,0.18681843407602,0.191460899893111,0.125074172260016,0.161983833741549,0.123389176140608
"CRAO",0.0287619497307173,0.00810642379912417,-0.266816978699474,-0.540365450256323,-0.287306843567171,-0.0039869607199338,0.0042682356086924,-0.120061762455855,-0.0410342268159244,-0.116593333980346,-0.137402826780609,-0.0641722761983619,-0.084933745076965,-0.0826767026971997,0.0629170580307289,-0.00910353881006675,-0.0965176084418397,0.0105467527306613,-0.0255000789833872,-0.0284822778742044,-0.00775041710385093,-0.12733870396669,-0.0782485854760645,-0.123472606456981
"CRVO",-0.0349549275091649,-0.0466497893772698,-0.264355278362899,-0.409155728484096,-0.251245367464657,-0.0551332463736414,-0.0782341388077529,-0.187865823361114,-0.0889616639626474,-0.152000869714449,-0.159522491606706,-0.0732792005520496,-0.175843150403419,-0.178601437845545,-0.0718508850159189,-0.0802255141708261,-0.162099342468413,-0.0427419287649751,-0.104316816572657,-0.152991442293031,-0.102259739475849,-0.187094281751731,-0.130409443650897,-0.12910919787974
"cystoid macular degeneration",-0.0265457725272294,-0.0456933245183863,-0.314579772095116,-0.561830975994093,-0.336508997208479,-0.0676224735525741,-0.0898724673658369,-0.182944185605503,-0.0906490570956794,-0.162996973610437,-0.186565855089557,-0.0754472679048045,-0.149205001412432,-0.140180069830039,-0.0241807391375782,-0.0638789576890319,-0.152775630453833,-0.0301496629719923,-0.0530146441488793,-0.0875035918710573,-0.0328466104610344,-0.133955695767832,-0.114213855083415,-0.103025334588187
"dacryoadenitis - acute",-0.127936522430876,0.0206669042311802,-0.438478310311312,-0.6746236709952,-0.474512415397942,-0.124370391941398,-0.225224755646094,-0.218478117282333,-0.22460896607327,-0.243188294577681,-0.224177762072635,-0.202253142074931,-0.163320269415381,0.0825350560925286,-0.0683241743097071,-0.0360934828610395,-0.172106253428483,-0.0703136750447336,-0.176067467526918,-0.110749470258446,-0.185592699116203,-0.177051855259855,0.0342456413626183,-0.0666563724288677
"dacryoadenitis - chronic",-0.0164316715380195,-0.0149786390146068,-0.286098501793123,-0.719144441758042,-0.434492696762953,-0.1279034215742,-0.213802255802787,-0.288167259336085,0.0545166387276167,-0.0941167625039136,-0.129467585067808,0.00715008864108234,-0.0105261069310634,-0.128830203972172,0.0825776108123839,-0.0290558964567998,-0.04991492915924,0.0544817206817181,-0.127930420496581,-0.174131784266001,-0.156846336211616,-0.089637828235255,-0.109712182218057,0.0719317612905894
"dermatochalasis",-0.0130003726244097,-0.0437552022038865,-0.393075353419061,-0.825437856797569,-0.480029873629014,-0.128233466436674,-0.143574083680074,-0.239799177609996,-0.184031624815604,-0.19246835057577,-0.195480636914789,-0.119663778522755,-0.166138651959328,-0.169888872999265,-0.0348731130053695,-0.108409591658106,-0.203213192200197,-0.0587047003450528,-0.10987818392187,-0.124756109190354,-0.138330584469809,-0.228677124898356,-0.139484612776157,-0.188617813961661
"diplopia",0.00783424225472895,-0.0203995079549105,-0.382951585096086,-0.747374972387375,-0.411949206528488,-0.0564585393506287,-0.0753087227284071,-0.192163329037756,-0.0999858305994995,-0.163399336093061,-0.178367785265389,-0.102110389228795,-0.152779968530476,-0.166086463145113,-0.0356428678852024,-0.0583045498248185,-0.138295656347399,0.0175617763358017,-0.0448255768225929,-0.0839374425512943,-0.0669668476184506,-0.181852288466452,-0.113205135030399,-0.116262604538051
"DME resolved after tx",-0.0139042131149873,-0.0445700812911809,-0.391194802894443,-0.589360262739239,-0.30585475999396,-0.0452091765159699,-0.107352340421631,-0.17062323617631,-0.123749653125313,-0.105626409341297,-0.127325137215096,0.0195687149932483,-0.185757341619258,-0.284322840181688,-0.120519671240092,-0.202165504544191,-0.272547413645896,-0.158519596265776,-0.195208372017948,-0.203442401406356,-0.148655679761263,-0.262035081908813,-0.222248016096346,-0.226149092088521
"drusen of macula",-0.0128630856401796,-0.0330697778866039,-0.413308222911819,-0.81406495520619,-0.525120207696633,-0.13599239794713,-0.0948559499360655,-0.202276163428514,-0.11241629186505,-0.214916898412939,-0.232692576448237,-0.153030637873328,-0.218868859420001,-0.210503612397399,-0.0856457819133496,-0.173979265843785,-0.254643185809945,-0.104588254488013,-0.147153494927687,-0.16805282727507,-0.131590451323583,-0.252868502527114,-0.19711252393113,-0.215427954603707
"dry AMD, adv stage w/ subfov involv",0.0252805714878448,-0.0339622377323447,-0.36062954233065,-0.620523387013596,-0.354796441493129,-0.014176367844453,-0.0274290881455236,-0.172921582304741,-0.113332885360504,-0.217189291987429,-0.210858633545541,-0.107493614745749,-0.146355246325576,-0.18425886415545,-0.0296135764568203,-0.0893673941742191,-0.154574809400758,-0.000245533803707562,-0.0533628735596595,-0.112384272292527,-0.0677546574330842,-0.180070432396902,-0.0924259115609051,-0.0915034553154788
"dry AMD, adv stage w/o subfov involv",-0.0573190900994262,0.0289798033794271,-0.319300485316635,-0.625738705367793,-0.327232581490715,-0.00247386777978333,-0.102198958044601,-0.141850599607484,-0.0554524698640866,-0.230698551790913,-0.180897470279649,-0.0594482862030331,-0.231333833211685,-0.109431097026437,0.0474017931179115,-0.14278906416477,-0.118618732682689,-0.00716134840166981,-0.142987621491392,-0.0295746140828029,0.0157806956440396,-0.231833716416774,-0.0447834677056849,-0.0569351155293858
"dry AMD, early stage",0.00896857656027497,-0.0365492287813564,-0.377865587774877,-0.754292002108553,-0.429558209752821,-0.0682937206910816,-0.0736482518201173,-0.201844249674022,-0.121870050910465,-0.211033142913883,-0.201123402242683,-0.119584485560113,-0.17553357331836,-0.207248671112996,-0.0514496687841553,-0.133167672350129,-0.209270842534377,-0.0685214586665866,-0.112873685886526,-0.163086700312923,-0.127255903719196,-0.227305381130955,-0.150506550625181,-0.170268917151839
"dry AMD, intermediate stage",-0.00106697746778202,-0.0356033553082685,-0.318253874984335,-0.573355107517967,-0.357200997286965,-0.0615374080666593,-0.0684735774037812,-0.175050161739909,-0.0956537440277279,-0.21580557029681,-0.218257319663382,-0.110644623568062,-0.174020373757944,-0.184645465473302,-0.0507713812474667,-0.128609547525549,-0.224803020913241,-0.0844119997940107,-0.108568240820792,-0.135499416566127,-0.0851409205818033,-0.212621055226875,-0.164991194099911,-0.15103963450265
"dry eye syndrome",-0.0121173219788582,-0.0455268669430567,-0.406613016354415,-0.788446682437978,-0.464456482678235,-0.0890649662819506,-0.088233233936338,-0.214778133881381,-0.119400574915604,-0.182803403735319,-0.193952324977778,-0.110713560351964,-0.16963977209102,-0.174859822949632,-0.0325903007018351,-0.0884400518367362,-0.171959556663868,-0.0355870270463781,-0.0957854238618944,-0.142857337731458,-0.115359773876806,-0.206945227928745,-0.135233807940588,-0.164374407365049
"ectropion",-0.00929761716752539,-0.0701158889076443,-0.409348146219649,-0.792573569154363,-0.483440575629671,-0.157053697642159,-0.195800046783747,-0.307732159588911,-0.258018561553342,-0.262442169830664,-0.272878699926292,-0.194857502517844,-0.274135913006551,-0.29112596776087,-0.144438291310049,-0.156389842934327,-0.248264948002282,-0.118171737461216,-0.20071705281022,-0.226648476118984,-0.232301524350602,-0.310462895919298,-0.232280919248473,-0.27815783349744
"enophthalmos",0.142771361796249,0.088474663431554,-0.248263588499804,-0.696156252839282,-0.396661890993958,-0.120844538927658,-0.0654833912843587,-0.0656730342217752,-0.0960604409023134,-0.134165246447879,-0.13397502499627,0.0352552268810049,-0.165876011006674,0.042301255049889,0.107566351690268,-0.0112680395384739,0.0475719330525436,-0.0595642988760257,-0.0226057625083316,-0.0317968995433668,-0.00946858104577424,-0.152587499401405,0.0142879754153277,-0.0178630992343226
"entropion",-0.0891235675392509,0.0167796587056,-0.325207657124739,-0.775527123751437,-0.405756756730949,-0.07669999435538,-0.139217359996455,-0.124499428467744,-0.0154958055266533,-0.20604292743915,-0.12340651175901,-0.0489969891675923,-0.248826831812558,-0.0943084048950295,0.101981363070702,-0.139096742943701,-0.0524962344862466,0.0541162880140534,-0.130995643742506,-0.0224246943488817,0.0310094813867358,-0.232054622638782,-0.0300872803662511,-0.033975058115636
"epiphora",-0.114352835739767,-0.0234838658158543,-0.397294999526821,-0.814371126240275,-0.476570065118733,-0.132189058875114,-0.254479697193702,-0.28608185294021,-0.202728802096621,-0.318847596048071,-0.248078254103947,-0.132625480409977,-0.364046791133671,-0.252297745855341,-0.118195870772097,-0.29114722958523,-0.197814369856228,-0.0557690760600772,-0.28702600549398,-0.18316287966133,-0.135468624682381,-0.361000940362228,-0.154884370423332,-0.186481584852136
"episcleritis",-0.0503344362436983,-0.0907238997324713,-0.385185444957081,-0.612976061860312,-0.360972389956887,-0.115452574171892,-0.1000808734183,-0.211963350494361,-0.0480412228479683,-0.068246463512221,-0.105916057640906,-0.0283113193253596,-0.169914126529146,-0.233172451171641,-0.180476226574521,-0.145746989785428,-0.163214559498842,-0.0524468649506954,-0.058623453670444,-0.128376816665511,-0.0222460787926882,-0.074796967938585,-0.019635660408002,-0.0494273710451509
"esotropia",-0.0249719238755816,-0.00507634143360656,-0.388318893441973,-0.819698654016373,-0.452279098830344,-0.0608480225122969,-0.0749107807004155,-0.202210568684098,-0.0749775823021151,-0.123218164425828,-0.15087476263724,-0.0919457725466572,-0.140838733436144,-0.0936977661732225,0.0313024586107239,-0.0246254082600966,-0.1370910746428,0.040959192933264,-0.0613664464540494,-0.0889314839344473,-0.0547481430184325,-0.15958833398293,-0.0871865133427512,-0.117123810061258
"exophthalmos",-0.0208392339589152,-0.0745205303044574,-0.39866435442798,-0.760896758851532,-0.45190832874991,-0.116296258523519,-0.155031389702107,-0.253726567594792,-0.159199880045632,-0.182702379369306,-0.180770971110627,-0.106822798184179,-0.188084711498879,-0.207017998493358,-0.111290268175243,-0.0978915472375613,-0.141176246026242,-0.0206002753269506,-0.108113866724147,-0.160657746823138,-0.161954389267089,-0.202102704794591,-0.0880689909069968,-0.127008040929356
"exotropia",-0.00838414067614606,-0.0182581629111584,-0.393566982912751,-0.811274309514635,-0.483671514338292,-0.131119900227817,-0.111329056430785,-0.219382662493153,-0.131108786047989,-0.165987504595425,-0.187485153348544,-0.0933502645803454,-0.159253850200202,-0.147047930356953,-0.00328804334746292,-0.0606521301077503,-0.174532885305603,-0.0416755938156545,-0.099764433986265,-0.144896122912216,-0.120488243245681,-0.212164151215754,-0.135453595966297,-0.169907591702685
"exudative retinopathy",-0.15203532029525,-0.0636092604347485,-0.319177192713598,-0.658505434829425,-0.403086294807387,-0.0269145938232102,-0.130057383533225,-0.202556831825928,-0.0903885062514916,-0.223793028909336,-0.222267319086861,-0.0911828380738746,-0.221631504736158,-0.145524298482388,-0.0133420723016415,-0.18646171001226,-0.224756894721862,-0.0466480335558818,-0.160113779124335,-0.15607475897921,-0.041006103954302,-0.263829571505264,-0.160726683393667,-0.185421460132815
"eyeball/orbital tissue contusion",-0.0744703567549549,-0.0686232579298431,-0.312166121013603,-0.579622085451367,-0.402057682307912,-0.169831520185782,-0.134059293042158,-0.221551923457287,-0.146086338535671,-0.213247456860542,-0.242765869257084,-0.156932181065854,-0.233884742862589,-0.222830619940179,-0.128803631087292,-0.149569304101973,-0.251884943271401,-0.106259359624993,-0.134214743070328,-0.169911008342383,-0.1411454592436,-0.239534678665282,-0.170529575509521,-0.195414018725579
"eyelid cysts",-0.0283163975100216,-0.0284660737388137,-0.413547606341471,-0.855023989040652,-0.545603407031285,-0.12805633333497,-0.104775063071436,-0.225867468219632,-0.12648163031761,-0.196495790216963,-0.221916450742825,-0.142334772371068,-0.219134740515163,-0.145405324593346,0.00996119810339853,-0.0525382798933453,-0.173020080851355,-0.0242101596931617,-0.114330468809768,-0.107744217540373,-0.0906151855049273,-0.207970926131145,-0.155963179750388,-0.171714790724519
"eyelid edema",-0.0459289034437503,-0.0761691461572135,-0.293247588039996,-0.555477675190734,-0.362111236576671,-0.141424190984158,-0.190908586074513,-0.181808477698935,-0.1721197218133,-0.189784616587364,-0.25760838288085,-0.199615194225817,-0.150265991669675,-0.218093147573845,-0.0157158217756968,-0.100004104796192,-0.172780631429896,-0.0898655572268127,-0.191071012221846,-0.0777918047869247,-0.149582933074745,-0.172394802253556,-0.207823878499794,-0.267059837287362
"eyelid retraction",-0.0148959221444467,-0.0987678936894378,-0.467511650226647,-0.819985660220758,-0.47185868663798,-0.0808010997241171,-0.116197387983382,-0.228913814177635,-0.120431951228296,-0.143600258616688,-0.120708159547595,-0.0936159692043609,-0.155397906887443,-0.239066567633321,-0.2107779802574,-0.198268749837648,-0.214468040605161,0.00048068239714794,-0.105764265637676,-0.0169497776868016,-0.0692168695269281,-0.10680016276443,-0.0155330428804877,-0.105891607393397
"eyelid/periocular open wound",-0.0697950295009301,-0.0667359638923161,-0.294069661816813,-0.518326783469374,-0.236174236223581,-0.0428658854382257,-0.103906520156996,-0.171567689144059,-0.151921079940484,-0.136426239343706,-0.181172501245055,-0.139815327565194,-0.154709941815043,-0.0978344681934707,-0.107792201356059,-0.122409446478349,-0.15509005605002,-0.0880245023553815,-0.101902463236984,-0.123957072646494,-0.106480016312116,-0.182687449846723,-0.171384511263807,-0.243093067051213
"eyelid/periocular superficial injury",-0.00594591553912184,-0.102281823015586,-0.403932198301985,-0.690497242496423,-0.518008081467144,-0.345396673884575,-0.325672535531178,-0.393169948366242,-0.23531615091479,-0.238563004417181,-0.143308812022448,-0.119599762687696,-0.170578967038891,-0.255443681354686,-0.183559813391391,-0.249275350497165,-0.314036889647145,-0.248299648134857,-0.254409225012393,-0.3001496583996,-0.163613210312758,-0.155758355044247,0.0912823230698633,0.006541637341638
"FB, conjunctival sac",-0.150179399181166,-0.0615117224562495,-0.236317518978579,-0.538642926229434,-0.216714895366332,0.0227389213605196,-0.218992165726223,-0.228449664432221,-0.0832109239315166,-0.231576029074273,-0.104644736100211,-0.0405149527416177,-0.33151571754062,-0.195189215444296,0.0289924591670551,-0.182351190726914,-0.0969058839301584,-0.0140226725283205,-0.314339573698823,-0.236494940336769,-0.150477688739096,-0.32317463983167,-0.0946839527321324,-0.12538243936396
"FB, cornea",-0.0858168426776363,-0.0243563710225267,-0.135488740992701,-0.402123489935037,-0.184249210784095,0.0790847022826951,-0.119097428748123,-0.183958427272541,-0.0283429129051208,-0.225102864478631,-0.0968172072575219,-0.00529819303621781,-0.177990479769866,-0.0654020916563879,0.143359224092194,-0.107874526769178,-0.115461990088401,0.0875784215173289,-0.193026971256514,-0.115876437702831,-0.0153812938794518,-0.307482868236769,-0.0925866823507487,-0.0589128761430511
"FB, external eye other/unspec",-0.0808235376477025,-0.0789467435381088,-0.344968802511516,-0.501407857525685,-0.387928702178553,-0.14872039752133,-0.223709602791097,-0.210416934353639,-0.0994947080549606,-0.276567028647872,-0.232749772984289,-0.168462852143352,-0.171897031862618,-0.300451964200938,-0.226647303152909,-0.125280470242358,-0.313723488836264,-0.14050861130734,-0.247237565081037,-0.250139947579133,-0.251295850426574,-0.359566730518975,-0.363361179448276,-0.306310005310813
"Fuch's endothelial dystrophy",0.0153503317592135,-0.0161353962092072,-0.385997161518928,-0.813274040637396,-0.466011711560668,-0.0875001107178317,-0.105439559199919,-0.208837564557784,-0.145072881148996,-0.203969326566638,-0.192454010963633,-0.0967937760352053,-0.161244118864161,-0.197955246611267,-0.0745859342035508,-0.129914712989465,-0.195653995574639,-0.0487036341010839,-0.107415131206335,-0.138544120506765,-0.142688406976313,-0.24478218815142,-0.165642366829748,-0.17962064494599
"glaucoma, absolute",0.0725649324059744,0.00441683410610209,-0.341822926431772,-0.66981383391539,-0.457838954316722,-0.154513129486787,-0.177080506104441,-0.159878081379489,-0.0538698352813416,-0.133514994209431,-0.132030105304549,-0.0346640449448408,-0.0753227027830896,-0.0371622120970774,0.0886018637631484,0.0325263322718965,-0.116150225249494,-0.037717300441089,-0.0793109047712613,-0.0378352867380117,0.0178666733692328,-0.0899771750822976,0.000354414437478095,0.0890868443975121
"glaucoma, OAG",-0.022170673550308,-0.060171839850853,-0.373851953269832,-0.740002822647218,-0.382861053642286,-0.0399766804627727,-0.083408007133388,-0.221530500106237,-0.1287348097146,-0.1947676241547,-0.203755398476106,-0.117217320502048,-0.168581820414079,-0.169128966373429,-0.0295411508101085,-0.106103772646689,-0.189597506695795,-0.0745807430310216,-0.100684210103969,-0.135705955089266,-0.114970287488073,-0.21365813135147,-0.169402748240788,-0.171009052410428
"glaucoma, other/unspec",0.0036830927509377,-0.0516732926898278,-0.32460905546991,-0.547175808350933,-0.349990803098775,-0.0935271840093281,-0.124798248522581,-0.228572092548533,-0.131839493047119,-0.213353407581639,-0.238066001182006,-0.137410515360018,-0.21419442173566,-0.20769223668262,-0.10403321068782,-0.139531814920121,-0.229649726785168,-0.113238832331804,-0.11713838177832,-0.13809740748105,-0.0829003225998291,-0.194974375313501,-0.161491140834092,-0.13151264118926
"glaucoma, PACG - acute",-0.00220094887130515,-0.103043080964071,-0.307508001726195,-0.563518163881767,-0.29384090274814,0.0416618439506496,-0.0614788330910224,-0.196832391433745,-0.111308295123048,-0.145008169294958,-0.0285587741786143,-0.055341516593295,-0.103855486113943,-0.176613864912554,-0.0369488076506174,0.0901828304392422,-0.062736723930845,0.0532714872235259,-0.006069460391057,-0.0767699263092921,-0.106785546644309,-0.103655325932447,0.0787402751818399,-0.0319096060451864
"glaucoma, PACG - chronic",-0.0396826245468736,-0.0280000342574946,-0.33476076201882,-0.706200659527898,-0.405871603126277,-0.0584212309696546,-0.0604960198610442,-0.179338795356438,-0.0968613133169861,-0.142866381019184,-0.16114040142122,-0.105655557557991,-0.154397777456934,-0.148821206093919,0.00288302267616742,-0.0457096325376544,-0.142288953718963,-0.0330248321573794,-0.0770003605109986,-0.0914622056206372,-0.0848192084010113,-0.173774637953377,-0.116297388026085,-0.137608306627029
"glaucoma, PACG - other/unspec",-0.114718599723411,-0.0523810542329498,-0.375012847640116,-0.709934933643771,-0.476225908407145,-0.0948382421059406,-0.0668812227673565,-0.210924364517526,-0.153106353426412,-0.203087014982303,-0.211893449279052,-0.152652899799457,-0.199408442534784,-0.119718942569895,0.0183061964028244,-0.0312812459612609,-0.13290697484686,-0.0218665777998911,-0.0478258241170841,-0.134853551155721,-0.0994644482057858,-0.144208498338962,-0.0771001690066368,-0.152386419971279
"glaucoma, PXG",0.00391305028885181,-0.0468099169732092,-0.38287346825767,-0.743902186407562,-0.434117739687442,-0.0377120007470882,-0.0435099670290365,-0.20594992770606,-0.148349434484704,-0.207123007625098,-0.201536682467649,-0.127870032063495,-0.135610059548697,-0.191619454899604,-0.0658151323789327,-0.11419477761294,-0.176047288909172,-0.0606126749479399,-0.091946122108852,-0.129069384988885,-0.129252852530896,-0.238683041706308,-0.148956668268829,-0.150599435992481
"glaucoma, secondary to drugs",-0.0414256195414674,-0.115277143188037,-0.324608793675056,-0.559651677415285,-0.31605134151753,-0.0811791182828623,-0.0589405896516285,-0.131317249451062,-0.0352866234987784,-0.100111602931768,-0.13086257941154,-0.0434395447530368,-0.146018666520259,-0.183129980858348,-0.0860533794665355,-0.160238973155326,-0.263898275225651,-0.119006819903439,-0.117977290829376,-0.119921128128078,-0.0227728300609294,-0.108903355887116,-0.0814759806447081,-0.0871653664216133
"glaucoma, secondary to eye infl",-0.0321309825440002,-0.0129901124984317,-0.27046465344648,-0.564428262085292,-0.253251929844085,0.00305800404066025,-0.00895278006340932,-0.142205587253845,-0.0613361949201224,-0.120618951607337,-0.138858550850068,-0.0667579525966056,-0.157659651196992,-0.0863114601874218,0.0325979422405336,-0.0619549869828522,-0.152205001175622,-0.0118592950319561,-0.0509687603401099,-0.0879097285491571,-0.0835723862948559,-0.126381541992352,-0.103750989513923,-0.0958848404858356
"glaucoma, secondary to eye trauma",-0.0113202118067725,-0.0554408426061445,-0.301842650874352,-0.682851273321372,-0.324767226958677,-0.0371506438207594,0.00686132564016427,-0.148439026360177,-0.0944001645783809,-0.131647606768464,-0.160291997865985,-0.0971706868577358,-0.156998865066888,-0.0984178911451197,0.00741637093671701,-0.0704348787756387,-0.16415458347079,-0.0600690037730554,-0.0683168566177915,-0.111794415636923,-0.0977707719338213,-0.196175378211554,-0.176839757768498,-0.151549062726951
"glaucoma, secondary to other eye dis",-0.0292300364826108,-0.0832773829353289,-0.334519213628821,-0.597837291251201,-0.322687318230143,-0.0738422929880037,-0.105956550183033,-0.226883422779356,-0.139103517431654,-0.181098346020229,-0.233091043250211,-0.140403978375711,-0.180053654924673,-0.204043846643998,-0.0738182281778817,-0.100520914826382,-0.216752417377186,-0.133151275422289,-0.165534101441813,-0.185670934876843,-0.178560081104487,-0.252979321737599,-0.239434681979869,-0.220492418985602
"glaucoma, suspect",-0.0691479994682263,-0.00456614185130507,-0.372620742123822,-0.807189974305099,-0.471988022131132,-0.0866738390445238,-0.132051392894778,-0.157259176635015,-0.0745255701021441,-0.245681048112925,-0.183045928470418,-0.0812627914393473,-0.233688684947953,-0.126113602347866,0.00269521533170098,-0.189257359005568,-0.165050465523304,-0.0323179858437912,-0.186990714405339,-0.0962583614759333,-0.0623142078461968,-0.282414652198607,-0.123992091668219,-0.127718306898875
"globe degen conditions",-0.00682481907804505,-0.0398723780877659,-0.374567677902435,-0.690436029990604,-0.419159317328383,-0.0618679034369363,-0.0736289873842365,-0.177604864217854,-0.127892792450381,-0.225760883120519,-0.263342216460026,-0.105226866736575,-0.135831893873092,-0.166155417099889,-0.0145011809700945,-0.112636713148766,-0.24642244445789,-0.0843818904182654,-0.0978184367783845,-0.166201293565675,-0.106474333865892,-0.241080128124546,-0.226195386641827,-0.184191747243131
"hereditary choroidal dystrophies",0.0287767551461174,-0.0396565083365274,-0.375907180716272,-0.843260866434782,-0.351062702655872,0.283097954086705,0.000308723581213305,0.00410659794113053,0.0479139571648201,-0.180658429820713,-0.160549413308677,-0.0187708719120981,-0.267298748302654,-0.165539349706629,0.13359103052387,-0.0953954226949234,0.0172144582318197,0.22978567903056,-0.116770648828647,-0.0699042425653695,0.0863321804899307,-0.234327619530538,-0.113318466083692,0.0210145779253846
"hereditary retinal dystrophies",-0.101434687042261,-0.0231108960805893,-0.379702637231175,-0.794094283656392,-0.478079562044696,-0.0560835383516628,-0.110840800368055,-0.151707594687145,-0.0134659116153212,-0.210787931476937,-0.185409797156285,-0.0809039365258759,-0.255375715328569,-0.144572527787201,0.00600658047894665,-0.189487271242581,-0.201812001326878,-0.036529993845949,-0.180717391097409,-0.114316807482043,-0.0447420667028037,-0.273992105017627,-0.156164944275114,-0.146962480529878
