"","entity_name","catCode","meanQ32020","medianQ32020","upperboundQ32020","lowerboundQ32020","confintQ32020","pvalEmpricialQ32020","meanQ42020","medianQ42020","upperboundQ42020","lowerboundQ42020","confintQ42020","pvalEmpricialQ42020","meanQ12021","medianQ12021","upperboundQ12021","lowerboundQ12021","confintQ12021","pvalEmpricialQ12021","meanQ22021","medianQ22021","upperboundQ22021","lowerboundQ22021","confintQ22021","pvalEmpricialQ22021","meanQ32021","medianQ32021","upperboundQ32021","lowerboundQ32021","confintQ32021","pvalEmpricialQ32021","meanQ42021","medianQ42021","upperboundQ42021","lowerboundQ42021","confintQ42021","pvalEmpricialQ42021","meanAllpost","medianAllpost","upperboundAllpost","lowerboundAllpost","confintAllpost","pvalEmpricialAllpost","Category","rn","Q32020w","Q42020w","Q12021w","Q22021w","Q32021w","Q42021w","2020-04-01","Apr 2020","RMSPE","mean_monthly_pts","median_monthly_pts","short_name","recoveredMonth","fullRecovery","recoveredMonthNum","adj.pval_Q32020","adj.pval_Q42020","adj.pval_Q12021","adj.pval_Q22021","adj.pval_Q32021","adj.pval_Q42021","Q32020w_adj","Q42020w_adj","Q12021w_adj","Q22021w_adj","Q32021w_adj","Q42021w_adj"
"43","CME post-cataract surg","I",-0.215085005636057,-0.215601815318135,-0.160909881148451,-0.266292997302083,"(-0.266,-0.161)",0.00001,-0.223332081820205,-0.22381155715316,-0.170058027012982,-0.273629577044219,"(-0.274,-0.17)",0.00001,-0.160874639253038,-0.161525741023961,-0.09736261865838,-0.22079836509942,"(-0.221,-0.097)",0.00001,-0.172907415661251,-0.173521637623427,-0.110400440221772,-0.231892027976787,"(-0.232,-0.11)",0.00001,-0.166041020964734,-0.166629917461132,-0.103730922290341,-0.224844767171491,"(-0.225,-0.104)",0.00001,-0.238511759734544,-0.239093116378421,-0.181807453964674,-0.29205640952974,"(-0.292,-0.182)",0.00001,-0.195226509198605,-0.195344314886486,-0.172368134913391,-0.21764222124102,"(-0.218,-0.172)",0.00001,"Postprocedural or postoperative eye complication",43,-2.47625763852063,-2.57120561193265,-1.8521377309242,-1.99067018884861,-1.91161789849454,-2.74596811234269,-0.599674242250842,-5.41387034202075,0.0651361612410046,4300.03,4394,"PO","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-2.47625763852063,-2.57120561193265,-1.8521377309242,-1.99067018884861,-1.91161789849454,-2.74596811234269
"44","color vision deficiencies","A",-0.228724411413083,-0.229537245187388,-0.157102371772254,-0.295231410134003,"(-0.295,-0.157)",0.00001,-0.255974499165289,-0.256869001393088,-0.187038029685514,-0.319918070737666,"(-0.32,-0.187)",0.00001,-0.247566125513036,-0.248787483297835,-0.161801695184553,-0.326041651944565,"(-0.326,-0.162)",0.00004,-0.24293100037102,-0.243897895999683,-0.157921414098669,-0.321186619973663,"(-0.321,-0.158)",0.00003,-0.280655922036828,-0.281967672210752,-0.200063945400664,-0.354885860649365,"(-0.355,-0.2)",0.00001,-0.346290073212357,-0.347400954172527,-0.272999594525624,-0.413129498155722,"(-0.413,-0.273)",0.00001,-0.261880016121222,-0.262042458343709,-0.231696127014808,-0.291000533689576,"(-0.291,-0.232)",0.00001,"Blindness and vision defects",44,-2.63328710061801,-2.94701532982306,-2.50701082688003,-2.52995951809617,-3.2311707117125,-3.98681180215295,-0.86560499448664,-8.16567079940959,0.0904020829818047,1066.7,1097.5,"Blind","No recovery",FALSE,0,0.000015,0.000015,0.00004,0.000036,0.000015,0.000015,-2.54054733241743,-2.84322660184607,-2.50701082688003,-2.48566795991501,-3.11737452794264,-3.84640326018112
"45","conjunctival degen/deposits","C",-0.172893806144255,-0.173471537097275,-0.121605100756337,-0.22095135264327,"(-0.221,-0.122)",0.00001,-0.159691579162017,-0.160186701121236,-0.107986060629902,-0.20835987614647,"(-0.208,-0.108)",0.00001,-0.109291767934765,-0.109954171378858,-0.0517085080216972,-0.163482765794904,"(-0.163,-0.052)",0.00061,-0.126074493511754,-0.126654938128443,-0.0700580750003331,-0.1784711171668,"(-0.178,-0.07)",0.00004,-0.167472893906529,-0.168037773199938,-0.114475938495907,-0.217385284934568,"(-0.217,-0.114)",0.00001,-0.205912115285583,-0.206369421316021,-0.155434864299333,-0.253723922521188,"(-0.254,-0.155)",0.00001,-0.156788866986748,-0.156904225898347,-0.135976129208893,-0.177038769911986,"(-0.177,-0.136)",0.00001,"Cornea and external disease",45,-1.99051350349382,-1.8385172482757,-0.808983305795452,-1.27670988739831,-1.92810294494874,-2.37065083561727,-0.812214659029842,-7.89567352460422,0.0738156264651517,43540.33,44358,"Cornea/External","No recovery",FALSE,0,0.000015,0.000015,0.00061,0.000048,0.000015,0.000015,-1.92041109769431,-1.7737678848668,-0.808983305795452,-1.25372378946923,-1.86019852991574,-2.28716065753222
"46","conjunctival hemorrhage","C",-0.220197797250439,-0.220498416316481,-0.174114189356142,-0.264227033515875,"(-0.264,-0.174)",0.00001,-0.138973009745792,-0.13935789022197,-0.0876376288331126,-0.187817608654088,"(-0.188,-0.088)",0.00002,-0.29053277836241,-0.290999538411233,-0.235208005819745,-0.343081598044121,"(-0.343,-0.235)",0.00001,-0.257246039401897,-0.257799919477569,-0.20048284122323,-0.311602756910536,"(-0.312,-0.2)",0.00001,-0.164913435914729,-0.165696869529163,-0.0988090538257796,-0.227293336314439,"(-0.227,-0.099)",0.00003,-0.0817063780982305,-0.0823927948023685,-0.00959657644126656,-0.149960469360742,"(-0.15,-0.01)",0.03626,-0.192392769750219,-0.192496798476746,-0.169713755221976,-0.214579949375493,"(-0.215,-0.17)",0.00001,"Cornea and external disease",46,-2.53512082729493,-1.50365715296666,-3.34488222241714,-2.96165447779283,-1.71746016859602,-0.271023330425073,-0.709848488404511,-7.29779740876018,0.074153343460645,19965.77,20003.5,"Cornea/External","No recovery",FALSE,0,0.00002,0.00003,0.00002,0.00002,0.000036,0.03626,-2.38249134496528,-1.44730844654596,-3.14350024623499,-2.7833451108712,-1.6873928942238,-0.271023330425073
"47","conjunctival scars","C",-0.127378959238728,-0.128510325476216,-0.0525112980518534,-0.196090288563631,"(-0.196,-0.053)",0.0021,-0.140197044623948,-0.141165236348648,-0.0658187720288203,-0.208340554261576,"(-0.208,-0.066)",0.00111,-0.0664066731300812,-0.0678661912320924,0.0254662213460025,-0.149831788332698,"(-0.15,0.025)",0.15612,-0.0557157879449666,-0.0570811378003855,0.0348051068656076,-0.138435873171365,"(-0.138,0.035)",0.22765,-0.113942207633564,-0.115293391184302,-0.0286356304848644,-0.191990251642833,"(-0.192,-0.029)",0.01503,-0.180351466611074,-0.18159318444766,-0.101857699731951,-0.251900479790996,"(-0.252,-0.102)",0.00018,-0.111693205021833,-0.11188140439147,-0.0795437825583446,-0.142474613608832,"(-0.142,-0.08)",0.00001,"Cornea and external disease",47,-0.7853954713206,-0.953815909373402,-0.123325847227184,-0.0824563528928093,-0.478296011149285,-1.55509020700356,-0.682003269662423,-5.68440970702898,0.0988754855840724,1361.23,1371.5,"Cornea/External","14",FALSE,14,0.0042,0.00333,0.187344,0.22765,0.022545,0.00108,-0.697103104861616,-0.799793713314582,-0.1112184792006,-0.0824563528928093,-0.432096421613059,-1.231943758914
"48","conjunctivitis - infectious","C",-0.289846782359829,-0.290421491132428,-0.233443273099355,-0.342991101719329,"(-0.343,-0.233)",0.00001,-0.347088167708361,-0.347684651089125,-0.295514489513523,-0.395649234260133,"(-0.396,-0.296)",0.00001,-0.386030648823795,-0.386675696923488,-0.332844953403065,-0.435520186855298,"(-0.436,-0.333)",0.00001,-0.334876783718892,-0.335474978925319,-0.27722389359159,-0.388694181169253,"(-0.389,-0.277)",0.00001,-0.27637811952474,-0.277092029395681,-0.213961042041377,-0.33481104266001,"(-0.335,-0.214)",0.00001,-0.355002449646975,-0.355766026638354,-0.299063368739777,-0.407233787103755,"(-0.407,-0.299)",0.00001,-0.328436856408529,-0.328567274376001,-0.306319959770999,-0.349954399935553,"(-0.35,-0.306)",0.00001,"Cornea and external disease",48,-3.33698440157016,-3.99600020459945,-4.44434208710245,-3.85541145090456,-3.18192069023696,-4.08711674266747,-0.618618002811825,-6.35987669436283,0.0763355278531764,12438.52,13377,"Cornea/External","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-3.33698440157016,-3.99600020459945,-4.44434208710245,-3.85541145090456,-3.18192069023696,-4.08711674266747
"49","conjunctivitis - noninfectious","C",-0.134214475060161,-0.134602915638514,-0.0832204702764316,-0.182958821366495,"(-0.183,-0.083)",0.00003,-0.137179278948866,-0.137548201118488,-0.0849720230470709,-0.186765858729144,"(-0.187,-0.085)",0.00002,-0.11398707994416,-0.114621727768572,-0.049713767510867,-0.174924756955932,"(-0.175,-0.05)",0.00177,-0.138556303650279,-0.138942733443363,-0.0775039292986807,-0.196191466319818,"(-0.196,-0.078)",0.00014,-0.124359194832796,-0.124982240908614,-0.0619625617247153,-0.183405934760919,"(-0.183,-0.062)",0.00057,-0.147071329618511,-0.14753674894702,-0.085486750456554,-0.205457035721728,"(-0.205,-0.085)",0.00012,-0.1290144818965,-0.129092227367846,-0.106137099533258,-0.15155576661176,"(-0.152,-0.106)",0.00001,"Cornea and external disease",49,-1.39775157606951,-1.484249383442,-0.722310561996881,-1.22953036791478,-0.928947540658072,-1.32776273096978,-0.769724201225647,-7.26118087762968,0.0670227005958813,70278.37,71030,"Cornea/External","No recovery",FALSE,0,0.00009,0.00009,0.00177,0.00021,0.000684,0.00021,-1.25030190445127,-1.27792113066894,-0.722310561996881,-1.17335062127615,-0.906274178654513,-1.24545929296261
"50","conjunctivitis - other/unspec","C",-0.221016571939001,-0.221474022079972,-0.170800202874774,-0.269009721250251,"(-0.269,-0.171)",0.00001,-0.233110010390805,-0.233574108337513,-0.182606931721867,-0.281176300123262,"(-0.281,-0.183)",0.00001,-0.277807009015448,-0.278394920425477,-0.220849188758502,-0.330892109616338,"(-0.331,-0.221)",0.00001,-0.214819694459291,-0.215450591977761,-0.152954001718499,-0.272346078133117,"(-0.272,-0.153)",0.00001,-0.210559035084987,-0.211161233233549,-0.148747496895449,-0.26892418781853,"(-0.269,-0.149)",0.00001,-0.214339939663326,-0.215056439390759,-0.15215770765092,-0.272656284418985,"(-0.273,-0.152)",0.00001,-0.227981146261243,-0.22813384469968,-0.205620282704155,-0.249744363390616,"(-0.25,-0.206)",0.00001,"Cornea and external disease",50,-2.54454731925695,-2.68377817476777,-3.19837138844117,-2.4732031307175,-2.42415047690951,-2.46767974951009,-0.607141249636276,-6.03760052516976,0.0544861328394693,4936.17,5199,"Cornea/External","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-2.54454731925695,-2.68377817476777,-3.19837138844117,-2.4732031307175,-2.42415047690951,-2.46767974951009
"51","conjunctivitis - other/unspec acute","C",-0.302398502267511,-0.302730994242785,-0.258371168901059,-0.344391555828593,"(-0.344,-0.258)",0.00001,-0.211131979910824,-0.21160106797002,-0.160401303043005,-0.259403348835471,"(-0.259,-0.16)",0.00001,-0.44056081296258,-0.441002127309994,-0.395344557832519,-0.483276690154786,"(-0.483,-0.395)",0.00001,-0.381552220766327,-0.38216773717644,-0.331403033637191,-0.428283830704493,"(-0.428,-0.331)",0.00001,-0.231057008331723,-0.231697160987688,-0.167069227867287,-0.291303127174362,"(-0.291,-0.167)",0.00001,-0.116829695526017,-0.117592216656561,-0.042486975674177,-0.186337192208935,"(-0.186,-0.042)",0.00528,-0.281643553162528,-0.281759851313773,-0.260045326121518,-0.302664357548006,"(-0.303,-0.26)",0.00001,"Cornea and external disease",51,-3.48149141732449,-2.43074674798491,-5.07214380242487,-4.39278227867659,-2.66014211508213,-0.612634966637512,-0.658464665388613,-7.17714698234825,0.0648709625694161,7278.05,7657,"Cornea/External","No recovery",FALSE,0,0.000012,0.000012,0.000012,0.000012,0.000012,0.00528,-3.42635765161891,-2.39225283671858,-4.99182006914312,-4.32321708378828,-2.61801544161494,-0.612634966637512
"52","conjunctivitis - other/unspec chronic","C",-0.238240741063173,-0.239036685745819,-0.174768710379854,-0.297739241624225,"(-0.298,-0.175)",0.00001,-0.248258489712579,-0.248914128328257,-0.185524015962832,-0.307061268268397,"(-0.307,-0.186)",0.00001,-0.343273521970849,-0.344202900036948,-0.271912354207505,-0.408964384537024,"(-0.409,-0.272)",0.00001,-0.325456647037911,-0.326488238021623,-0.252983940954952,-0.392290869295993,"(-0.392,-0.253)",0.00001,-0.275443544494607,-0.276476591819316,-0.196706059115668,-0.34868279259246,"(-0.349,-0.197)",0.00001,-0.287332619327668,-0.288330966614159,-0.208646770813611,-0.359630446873577,"(-0.36,-0.209)",0.00001,-0.280958885296072,-0.281147375822778,-0.253122160793034,-0.307970310096451,"(-0.308,-0.253)",0.00001,"Cornea and external disease",52,-2.74284789457958,-2.858181488107,-3.9520824725482,-3.74695811942659,-3.17116099757362,-3.30803902997411,-0.752115547676731,-7.09506992746519,0.0921765980194866,10675.65,11135,"Cornea/External","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-2.74284789457958,-2.858181488107,-3.9520824725482,-3.74695811942659,-3.17116099757362,-3.30803902997411
"53","corneal degen - arcus senilis","C",-0.150862432410242,-0.151269505572609,-0.103501118394179,-0.195552494202845,"(-0.196,-0.104)",0.00001,-0.168343798976272,-0.168704151099197,-0.121901430325163,-0.212540031084198,"(-0.213,-0.122)",0.00001,-0.111589963470994,-0.112060239915239,-0.0596370756224862,-0.161180123666367,"(-0.161,-0.06)",0.00013,-0.141299130439578,-0.141758819998375,-0.0920691544126821,-0.187948709205942,"(-0.188,-0.092)",0.00001,-0.146836769899922,-0.147181771048654,-0.097898442295855,-0.193232936784344,"(-0.193,-0.098)",0.00001,-0.177848374532838,-0.178354526260188,-0.130725024385726,-0.222250391005195,"(-0.222,-0.131)",0.00001,-0.151736704586379,-0.151785198282311,-0.132808519444217,-0.170261276128087,"(-0.17,-0.133)",0.00001,"Cornea and external disease",53,-1.73686793980322,-1.93812961010375,-0.998504326976222,-1.62676635701597,-1.69052078737479,-2.04755508006267,-0.797939937235291,-8.08044338741129,0.0539513223802722,8845.23,9095.5,"Cornea/External","No recovery",FALSE,0,0.000012,0.000012,0.00013,0.000012,0.000012,0.000012,-1.70936246626447,-1.90743690659779,-0.998504326976222,-1.60100447958059,-1.66374927889204,-2.01512948754457
"54","corneal degen - band keratopathy","C",-0.130639794534751,-0.130881316114988,-0.0954141773994524,-0.164671473230387,"(-0.165,-0.095)",0.00001,-0.169544601937139,-0.169746530629669,-0.135547152555565,-0.202275564566195,"(-0.202,-0.136)",0.00001,-0.106825252887124,-0.107116186484442,-0.062275723303228,-0.14918165026891,"(-0.149,-0.062)",0.00007,-0.107793628334659,-0.108051878819155,-0.0640621532373976,-0.150086966237787,"(-0.15,-0.064)",0.00001,-0.114872711454732,-0.115042739423403,-0.0716712359410374,-0.156560159847047,"(-0.157,-0.072)",0.00002,-0.187517646025046,-0.187796527029173,-0.147701512923388,-0.226028527085865,"(-0.226,-0.148)",0.00001,-0.131458453242781,-0.131479708653314,-0.115751608612049,-0.146981603313321,"(-0.147,-0.116)",0.00001,"Cornea and external disease",54,-1.50404621723761,-1.95195436509033,-1.0219988304976,-1.24102000861563,-1.24289726886924,-2.15887668205303,-0.733073841084832,-7.4235683605487,0.0386629186608596,5304.62,5440,"Cornea/External","No recovery",FALSE,0,0.000015,0.000015,0.00007,0.000015,0.000024,0.000015,-1.45107633882335,-1.88320994473673,-1.0219988304976,-1.19731345344955,-1.22195349728367,-2.08284481943529
"55","corneal degen - nodular","C",-0.146148917144292,-0.146592579347014,-0.0949933427269873,-0.194203954009527,"(-0.194,-0.095)",0.00002,-0.158322861094437,-0.158760488412,-0.108325826117552,-0.205714007714582,"(-0.206,-0.108)",0.00001,-0.130253943235405,-0.130853276700772,-0.0709042861824763,-0.185597579278031,"(-0.186,-0.071)",0.00011,-0.101137611778781,-0.10182768779518,-0.041212757075376,-0.157332409908354,"(-0.157,-0.041)",0.00183,-0.123568867812025,-0.124171737958305,-0.065759974109282,-0.177984863481662,"(-0.178,-0.066)",0.00017,-0.192533741990151,-0.193129212911012,-0.138513112721537,-0.242997946469136,"(-0.243,-0.139)",0.00001,-0.136242629210786,-0.13633843391296,-0.114546317853219,-0.157494086624086,"(-0.157,-0.115)",0.00001,"Cornea and external disease",55,-1.58129888000789,-1.82275929918109,-1.18726862524016,-0.63751479802119,-1.07254219971565,-2.21662662102442,-0.847238003206763,-8.425196963918,0.0636674071140988,4251,4347,"Cornea/External","No recovery",FALSE,0,0.00004,0.00003,0.000165,0.00183,0.000204,0.00003,-1.47999617014743,-1.64882385840565,-1.1344551960647,-0.63751479802119,-1.0500129313649,-2.00510668609078
"56","corneal degen - other/unspec","C",-0.170729539265727,-0.171906265252907,-0.0879484983317661,-0.246170073836995,"(-0.246,-0.088)",0.00035,-0.100088459080083,-0.101635379810499,-0.0103465653280615,-0.181478523078768,"(-0.181,-0.01)",0.03557,0.0142997380753488,0.0121260422641819,0.134405235218414,-0.093127449156132,"(-0.093,0.134)",0.79808,0.040417561726457,0.0380136223748539,0.165310384806467,-0.0705667433805298,"(-0.071,0.165)",0.4664,0.0521451645168005,0.0500910184984683,0.174603334487008,-0.0579976335819137,"(-0.058,0.175)",0.34961,-0.0768435851840802,-0.0790953597357576,0.0327053492508893,-0.174133092293023,"(-0.174,0.033)",0.16447,-0.0317684075416181,-0.0320596650354791,0.0103518618097705,-0.0725256538889231,"(-0.073,0.01)",0.13412,"Cornea and external disease",56,-1.35859352376764,-0.333920391146326,0.00322525495763488,0.0308269449486691,0.0548012844038885,-0.138704753428643,-0.745777559434783,-6.73289383851791,0.0812848816240677,1593.85,1590.5,"Cornea/External","9",FALSE,9,0.0021,0.10671,0.79808,0.55968,0.524415,0.32894,-1.05268725511133,-0.223961980047092,0.00322525495763488,0.0234579521728857,0.033658239635766,-0.0854408390141798
"57","corneal degen - peripheral","C",-0.281812333051896,-0.282653458792236,-0.215889411295795,-0.342423029953939,"(-0.342,-0.216)",0.00001,-0.355425637591094,-0.356275149664347,-0.295552828719951,-0.409897994306903,"(-0.41,-0.296)",0.00001,-0.40531970638612,-0.406074139488,-0.346643833460543,-0.459151379799356,"(-0.459,-0.347)",0.00001,-0.390777343365553,-0.391546490526672,-0.330584195288482,-0.446336372022877,"(-0.446,-0.331)",0.00001,-0.40607189186098,-0.406819386452792,-0.347477659849687,-0.460385481830647,"(-0.46,-0.347)",0.00001,-0.401283155464259,-0.402074152194666,-0.342086830558284,-0.455585904090939,"(-0.456,-0.342)",0.00001,-0.364829464214371,-0.364966946912559,-0.340972785912131,-0.387857993016322,"(-0.388,-0.341)",0.00001,"Cornea and external disease",57,-3.24448438553584,-4.09198887392579,-4.66641556910702,-4.49899042756669,-4.67507542441491,-4.61994305920808,-0.831558288619713,-8.42088403020094,0.0895006139047546,803.73,789.5,"Cornea/External","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-3.24448438553584,-4.09198887392579,-4.66641556910702,-4.49899042756669,-4.67507542441491,-4.61994305920808
"58","corneal edemas","C",-0.167836790773758,-0.16802089923808,-0.133610588810187,-0.200561639662479,"(-0.201,-0.134)",0.00001,-0.158506051232776,-0.158738139307475,-0.123877354273049,-0.191917772483909,"(-0.192,-0.124)",0.00001,-0.152431014793198,-0.152678724504234,-0.113155272863677,-0.189926856459325,"(-0.19,-0.113)",0.00001,-0.109360901104681,-0.109688058378378,-0.0686719938294124,-0.148203755364612,"(-0.148,-0.069)",0.00001,-0.114948896294254,-0.11524449654051,-0.0743421074236895,-0.15340666808806,"(-0.153,-0.074)",0.00001,-0.164508166698184,-0.164852823120381,-0.125972749776747,-0.201464111320204,"(-0.201,-0.126)",0.00001,-0.141754464639154,-0.141794125620235,-0.126858611468132,-0.156335419004363,"(-0.156,-0.127)",0.00001,"Cornea and external disease",58,-1.93229246245808,-1.8248683535897,-1.75492691186386,-1.25906390320017,-1.32339807531634,-1.89397026157509,-0.688455557863494,-7.32341620565987,0.0408008794076703,16132.13,16411,"Cornea/External","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-1.93229246245808,-1.8248683535897,-1.75492691186386,-1.25906390320017,-1.32339807531634,-1.89397026157509
"59","corneal membrane changes","C",-0.284562001923392,-0.285196608728975,-0.23221947817504,-0.333433292215045,"(-0.333,-0.232)",0.00001,0.000804953200166871,-0.000168930580818893,0.0776851258815294,-0.071080885970029,"(-0.071,0.078)",0.98198,-0.18365327260312,-0.184643261590505,-0.110316217841562,-0.251516154401541,"(-0.252,-0.11)",0.00008,-0.087557927211312,-0.0887352358555075,-0.00477077317294567,-0.163014081800167,"(-0.163,-0.005)",0.04508,-0.0799063794751527,-0.0808572220200413,0.00323006454487113,-0.156790517602439,"(-0.157,0.003)",0.06924,-0.00561170416237464,-0.00705085499621943,0.0892958011872038,-0.0924799881276604,"(-0.092,0.089)",0.90401,-0.113093397221643,-0.113244049441647,-0.0832935123606226,-0.142056792269176,"(-0.142,-0.083)",0.00001,"Cornea and external disease",59,-3.27614111830673,0.0000146375406102927,-1.7324901945612,-0.271369736375445,-0.213364140564008,-0.000566304321412629,-0.737658001960355,-7.33549951135689,0.0829593891064817,568,583.5,"Cornea/External","20",TRUE,20,0.00006,0.98198,0.00024,0.09016,0.10386,0.98198,-2.766274456778,0.0000146375406102927,-1.5307264524253,-0.210679205993251,-0.180964891771584,-0.000102045122067568
"60","corneal neovascularization","C",-0.151460556055096,-0.151790510244734,-0.105424247729562,-0.195553337108627,"(-0.196,-0.105)",0.00001,-0.14630072936669,-0.146630894615142,-0.100203618586041,-0.190281531212467,"(-0.19,-0.1)",0.00001,-0.0801014362544095,-0.0806185971563652,-0.0256888782860156,-0.131293661832642,"(-0.131,-0.026)",0.00556,-0.0720515891106144,-0.0725692158430304,-0.0176617946334977,-0.123325941316346,"(-0.123,-0.018)",0.01315,-0.116808511674124,-0.117273095484164,-0.0652135275949654,-0.165582756750711,"(-0.166,-0.065)",0.00009,-0.172492804222627,-0.172896175495952,-0.124259415210759,-0.218566194479309,"(-0.219,-0.124)",0.00001,-0.122165004365392,-0.12223436315373,-0.102475824179836,-0.141448803939977,"(-0.141,-0.102)",0.00001,"Cornea and external disease",60,-1.74375409274527,-1.68434939266948,-0.415899246633275,-0.312079463109892,-1.08815315588584,-1.98589679825881,-0.765763841513809,-7.44411741689294,0.0666856859791979,4582.87,4638,"Cornea/External","14",FALSE,14,0.00002,0.00002,0.006672,0.01315,0.000135,0.00002,-1.63876963534963,-1.5829414545951,-0.401295028073939,-0.312079463109892,-1.04079138007194,-1.86633389734501
"61","corneal pigmentations/deposits","C",-0.175405508651013,-0.176006970342713,-0.123420113788465,-0.223889191294368,"(-0.224,-0.123)",0.00001,-0.154726873135775,-0.155247982550581,-0.101245542052937,-0.204569821690087,"(-0.205,-0.101)",0.00003,-0.0877593804744407,-0.0885285356023784,-0.0225244476277236,-0.148819249533257,"(-0.149,-0.023)",0.01241,-0.102554352236996,-0.103321721444918,-0.0391388005044426,-0.161625462987282,"(-0.162,-0.039)",0.00295,-0.123071256445701,-0.123841701102865,-0.0609500566021647,-0.179891587645488,"(-0.18,-0.061)",0.00043,-0.171840644565376,-0.172396357293397,-0.113924028004802,-0.226106820536173,"(-0.226,-0.114)",0.00001,-0.132162708348613,-0.132302300621733,-0.109102609700031,-0.154587742570933,"(-0.155,-0.109)",0.00001,"Cornea and external disease",61,-2.0194305472443,-1.61137411362593,-0.38519809592201,-0.597476539555648,-0.95401457835747,-1.97838853273362,-0.789091527626285,-7.84697041167537,0.0626881767337452,1556.97,1580.5,"Cornea/External","No recovery",FALSE,0,0.00003,0.00006,0.01241,0.00354,0.000645,0.00003,-1.82672789994022,-1.50412561775501,-0.38519809592201,-0.578778670399803,-0.904113478057706,-1.78960228892144
"62","corneal scars/opacities - central","C",-0.134929353949911,-0.135293954977901,-0.0967476807842479,-0.171701911890283,"(-0.172,-0.097)",0.00001,-0.150285236023773,-0.150516905442805,-0.112541621858873,-0.186471896625166,"(-0.186,-0.113)",0.00001,-0.11280527042413,-0.113067639740876,-0.0700437180253766,-0.154004367807926,"(-0.154,-0.07)",0.00002,-0.0901778840402665,-0.0904669058754301,-0.0463008922529649,-0.132009130554088,"(-0.132,-0.046)",0.00013,-0.122251157048423,-0.122541905378019,-0.0803029822840715,-0.162576377538247,"(-0.163,-0.08)",0.00001,-0.208048727425435,-0.20838128463109,-0.169698726437562,-0.244903079946305,"(-0.245,-0.17)",0.00001,-0.133350080584476,-0.133396914663858,-0.117341171053975,-0.149134662837742,"(-0.149,-0.117)",0.00001,"Cornea and external disease",62,-1.55343159506191,-1.73022272082716,-1.22052801530203,-0.806909551817994,-1.40746845910486,-2.39524949193094,-0.743869396773512,-7.64755894378437,0.0438740653682432,6963.1,7116,"Cornea/External","No recovery",FALSE,0,0.000015,0.000015,0.000024,0.00013,0.000015,0.000015,-1.49872244997565,-1.66928730135572,-1.19996118278374,-0.806909551817994,-1.35789988049588,-2.31089299217362
"63","corneal scars/opacities - minor/other","C",-0.128127310412399,-0.128230285712643,-0.0952758221805376,-0.160256884460046,"(-0.16,-0.095)",0.00001,-0.133550123325707,-0.133743290160632,-0.100607846133773,-0.165447588056948,"(-0.165,-0.101)",0.00001,-0.088497076815365,-0.0887644221913307,-0.0506409071864699,-0.1251926610538,"(-0.125,-0.051)",0.00003,-0.0811844542952002,-0.0812946066866039,-0.0433020688569843,-0.118030311510086,"(-0.118,-0.043)",0.00011,-0.0874856984655624,-0.0876251537053746,-0.0499744193050281,-0.12400798089694,"(-0.124,-0.05)",0.00006,-0.133193088580932,-0.133380612513468,-0.0975338535590203,-0.167903107000451,"(-0.168,-0.098)",0.00001,-0.107372618630479,-0.107406029393485,-0.0932252364578419,-0.121368271161761,"(-0.121,-0.093)",0.00001,"Cornea and external disease",63,-1.47512017480505,-1.53755261568645,-0.921636273142477,-0.739998752035746,-0.850462997037178,-1.53344210128145,-0.780553052291242,-8.12892393727952,0.0374891191779754,30640.08,31479.5,"Cornea/External","No recovery",FALSE,0,0.00002,0.00002,0.000045,0.00011,0.000072,0.00002,-1.38630909083997,-1.4449827242398,-0.885753796324278,-0.739998752035746,-0.83451246829573,-1.4411196874615
"64","corneal transplant failure","C",-0.205766924611997,-0.205988589977431,-0.17292658532827,-0.237199597599734,"(-0.237,-0.173)",0.00001,-0.23290716233044,-0.233082176355104,-0.20127414385309,-0.263305907476862,"(-0.263,-0.201)",0.00001,-0.224304314707415,-0.224662223050616,-0.189782065537113,-0.257153912712685,"(-0.257,-0.19)",0.00001,-0.242218829375115,-0.242533853176567,-0.209200735949391,-0.273979533888398,"(-0.274,-0.209)",0.00001,-0.288772244311984,-0.289028048503134,-0.25809738891013,-0.318149988439435,"(-0.318,-0.258)",0.00001,-0.352711987097364,-0.352928333606344,-0.324757453682288,-0.379591723826966,"(-0.38,-0.325)",0.00001,-0.25034166579414,-0.250377925833036,-0.237751634758395,-0.262707398833723,"(-0.263,-0.238)",0.00001,"Cornea and external disease",64,-2.36897926621407,-2.68144280016808,-2.58239885669769,-2.78864732880804,-3.32461332511605,-4.06074681805349,-0.723684542969797,-8.19978291086035,0.0468686174663108,986.53,989,"Cornea/External","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-2.36897926621407,-2.68144280016808,-2.58239885669769,-2.78864732880804,-3.32461332511605,-4.06074681805349
