"month","year","dx_name","num_dx_records","num_dx_patients","tot_num_dx_records","tot_num_dx_patients"
3,2017,NPDR w/ DME,116982,68143,9638653,2892344
3,2017,NPDR w/o DME,125994,89185,9638653,2892344
3,2017,PDR w/ DME,111737,54191,9638653,2892344
3,2017,PDR w/o DME,56720,37394,9638653,2892344
3,2017,"PDR, stable",12885,6343,9638653,2892344
3,2017,PRAO,3402,3033,9638653,2892344
3,2017,RD w/ breaks or defects,70531,44732,9638653,2892344
3,2017,"RD, other",5877,5067,9638653,2892344
3,2017,"RD, serous",4588,3621,9638653,2892344
3,2017,"RD, traction",16265,11041,9638653,2892344
3,2017,"ROP, stage 0",1597,1166,9638653,2892344
3,2017,"ROP, stage 1",406,267,9638653,2892344
3,2017,"ROP, stage 2",273,163,9638653,2892344
3,2017,"ROP, stage 3",230,170,9638653,2892344
3,2017,"ROP, stage 4",47,42,9638653,2892344
3,2017,"ROP, stage 5",43,34,9638653,2892344
3,2017,"ROP, stage unspec",1328,1151,9638653,2892344
3,2017,"RPE detachment, hemorrhagic",1537,1318,9638653,2892344
3,2017,"RPE detachment, serous",14373,12257,9638653,2892344
3,2017,"RVO, unspec",631,525,9638653,2892344
3,2017,TRAO,634,512,9638653,2892344
3,2017,abducent nerve palsy,4059,3543,9638653,2892344
3,2017,abnormal innervation syndrome,27,23,9638653,2892344
3,2017,accommodation disorders,1172,1120,9638653,2892344
3,2017,acute postop pain NEC,122,87,9638653,2892344
3,2017,"amblyopia, deprivation",1606,1455,9638653,2892344
3,2017,"amblyopia, refractive",19171,17817,9638653,2892344
3,2017,"amblyopia, strabismic",9409,8582,9638653,2892344
3,2017,"amblyopia, suspect",2254,2108,9638653,2892344
3,2017,"amblyopia, unspec",23723,21102,9638653,2892344
3,2017,angoid streaks of macula,692,634,9638653,2892344
3,2017,anisometropia/aniseikonia,6380,5853,9638653,2892344
3,2017,anterior synechiae (iris),1165,897,9638653,2892344
3,2017,"anterior uveitis - acute, other/unspec",5901,4610,9638653,2892344
3,2017,"anterior uveitis - acute, primary",13107,9260,9638653,2892344
3,2017,"anterior uveitis - acute, recurrent",7063,5327,9638653,2892344
3,2017,anterior uveitis - chronic,8115,6346,9638653,2892344
3,2017,anterior uveitis - other,14802,11459,9638653,2892344
3,2017,aphakia,12842,10098,9638653,2892344
3,2017,aphakic bullous k post-cataract surg,108,75,9638653,2892344
3,2017,astigmatism,273262,236981,9638653,2892344
3,2017,"background retinopathy, unspec",779,716,9638653,2892344
3,2017,benign neoplasm - choroid,57980,50209,9638653,2892344
3,2017,benign neoplasm - ciliary body,2665,2086,9638653,2892344
3,2017,benign neoplasm - conjunctiva,2538,2029,9638653,2892344
3,2017,benign neoplasm - cornea,168,122,9638653,2892344
3,2017,benign neoplasm - eyelid,17802,14169,9638653,2892344
3,2017,benign neoplasm - lacrimal,82,75,9638653,2892344
3,2017,benign neoplasm - orbit,925,636,9638653,2892344
3,2017,benign neoplasm - retina,1036,923,9638653,2892344
3,2017,benign neoplasm - unspec,1612,1284,9638653,2892344
3,2017,blebitis,373,207,9638653,2892344
3,2017,blepharitis,306422,126391,9638653,2892344
3,2017,blepharochalasis,13823,6371,9638653,2892344
3,2017,blepharophimosis,255,129,9638653,2892344
3,2017,blepharospasm                    ,4852,4451,9638653,2892344
3,2017,"burn, corneal/conjunctival sac",496,298,9638653,2892344
3,2017,"burn, eyelid/periocular",30,21,9638653,2892344
3,2017,"burn, other/unspec",146,114,9638653,2892344
3,2017,carcinoma in situ - eye,88,77,9638653,2892344
3,2017,carcinoma in situ - eyelid,83,73,9638653,2892344
3,2017,"cataract, age-related",1441863,985531,9638653,2892344
3,2017,"cataract, infantile/juvenile ",2691,2104,9638653,2892344
3,2017,"cataract, other/unspec",22750,21058,9638653,2892344
3,2017,"cataract, secondary",248030,191167,9638653,2892344
3,2017,"cataract, traumatic",1931,1539,9638653,2892344
3,2017,central serous chorioretinopathy,12141,10379,9638653,2892344
3,2017,chalazion,43040,31359,9638653,2892344
3,2017,chorioretinal scars,37854,32618,9638653,2892344
3,2017,chorioretinal scars following detach surg,4449,3403,9638653,2892344
3,2017,choroidal degenerations,2375,2108,9638653,2892344
3,2017,choroidal detachment,3060,1938,9638653,2892344
3,2017,choroidal hemorrhage,652,458,9638653,2892344
3,2017,choroidal rupture,363,300,9638653,2892344
3,2017,color vision deficiencies,943,871,9638653,2892344
3,2017,conjunctival degen/deposits,48994,41883,9638653,2892344
3,2017,conjunctival hemorrhage,22333,19505,9638653,2892344
3,2017,conjunctival scars,1619,1252,9638653,2892344
3,2017,conjunctivitis - infectious,18231,14575,9638653,2892344
3,2017,conjunctivitis - noninfectious,85586,72058,9638653,2892344
3,2017,conjunctivitis - other/unspec ,6881,5797,9638653,2892344
3,2017,conjunctivitis - other/unspec acute,10224,8336,9638653,2892344
3,2017,conjunctivitis - other/unspec chronic,14860,12760,9638653,2892344
3,2017,corneal degen - arcus senilis,10677,8612,9638653,2892344
3,2017,corneal degen - band keratopathy,6187,5081,9638653,2892344
3,2017,corneal degen - nodular,4589,3624,9638653,2892344
3,2017,corneal degen - other/unspec,1902,1632,9638653,2892344
3,2017,corneal degen - peripheral,1032,852,9638653,2892344
3,2017,corneal edemas,21641,15966,9638653,2892344
3,2017,corneal membrane changes,804,608,9638653,2892344
3,2017,corneal neovascularization,5808,4789,9638653,2892344
3,2017,corneal pigmentations/deposits,1721,1464,9638653,2892344
3,2017,corneal scars/opacities - central,8676,7294,9638653,2892344
3,2017,corneal scars/opacities - minor/other,35560,30405,9638653,2892344
3,2017,corneal transplant failure,1136,874,9638653,2892344
3,2017,corneal transplant rejection,1775,1264,9638653,2892344
3,2017,corneal ulcer - perforated,432,237,9638653,2892344
3,2017,"corneal ulcer - unperforated, iso epi defect",27864,17638,9638653,2892344
3,2017,"corneal ulcer - unperforated, w/ str involv",20472,10781,9638653,2892344
3,2017,"corrosion, cornea/conjunctival sac",533,312,9638653,2892344
3,2017,"corrosion, eyelid/periocular",109,75,9638653,2892344
3,2017,"corrosion, other/unspec",34,28,9638653,2892344
3,2017,cystoid macular degeneration,44230,36378,9638653,2892344
3,2017,dacryoadenitis - acute,179,147,9638653,2892344
3,2017,dacryoadenitis - chronic,195,165,9638653,2892344
3,2017,dacryoadenitis - unspec,167,145,9638653,2892344
3,2017,degenerative myopia,29305,24210,9638653,2892344
3,2017,dermatochalasis,185295,87848,9638653,2892344
3,2017,diabetic cataract,4824,2623,9638653,2892344
3,2017,diplopia,22450,20225,9638653,2892344
3,2017,drusen of macula,78692,68102,9638653,2892344
3,2017,"dry AMD, adv stage w/ subfov involv",23755,18948,9638653,2892344
3,2017,"dry AMD, adv stage w/o subfov involv",20019,15504,9638653,2892344
3,2017,"dry AMD, early stage",121879,105384,9638653,2892344
3,2017,"dry AMD, intermediate stage",132482,115261,9638653,2892344
3,2017,"dry AMD, unspec stage",47815,40260,9638653,2892344
3,2017,dry eye syndrome,448244,383536,9638653,2892344
3,2017,ectropion,25525,14149,9638653,2892344
3,2017,enophthalmos,303,272,9638653,2892344
3,2017,entropion,10086,6208,9638653,2892344
3,2017,epiphora,16376,13518,9638653,2892344
3,2017,episcleritis,7247,5704,9638653,2892344
3,2017,esotropia,15918,14221,9638653,2892344
3,2017,exophthalmos,3158,2694,9638653,2892344
3,2017,exotropia,14052,12501,9638653,2892344
3,2017,exudative retinopathy,1032,865,9638653,2892344
3,2017,eye avulsion,83,72,9638653,2892344
3,2017,eyeball/orbital tissue contusion,5441,3952,9638653,2892344
3,2017,eyelid cysts,9024,6799,9638653,2892344
3,2017,eyelid dermatoses - noninfectious,16076,9931,9638653,2892344
3,2017,eyelid edema,3580,2163,9638653,2892344
3,2017,eyelid retraction,3814,2147,9638653,2892344
3,2017,eyelid vascular anomalies,230,193,9638653,2892344
3,2017,eyelid/periocular open wound,859,603,9638653,2892344
3,2017,eyelid/periocular superficial injury,2052,1654,9638653,2892344
3,2017,"glaucoma, OAG",470837,334757,9638653,2892344
3,2017,"glaucoma, PACG - acute",2602,1746,9638653,2892344
3,2017,"glaucoma, PACG - chronic ",15044,10339,9638653,2892344
3,2017,"glaucoma, PACG - other/unspec",3912,2986,9638653,2892344
3,2017,"glaucoma, PXG",15119,10126,9638653,2892344
3,2017,"glaucoma, absolute",1027,876,9638653,2892344
3,2017,"glaucoma, other/unspec",27866,23429,9638653,2892344
3,2017,"glaucoma, secondary to drugs",3825,2928,9638653,2892344
3,2017,"glaucoma, secondary to eye infl",5752,3975,9638653,2892344
3,2017,"glaucoma, secondary to eye trauma",3630,2459,9638653,2892344
3,2017,"glaucoma, secondary to other eye dis",9085,5906,9638653,2892344
3,2017,"glaucoma, suspect",434437,343437,9638653,2892344
3,2017,globe degen conditions,3282,2855,9638653,2892344
3,2017,goniosynechiae,199,158,9638653,2892344
3,2017,hereditary choroidal dystrophies,1098,1016,9638653,2892344
3,2017,hereditary retinal dystrophies,12221,11034,9638653,2892344
3,2017,herpesviral ocular disease,971,719,9638653,2892344
3,2017,herpesviral ocular disease - other,731,552,9638653,2892344
3,2017,heterophoria,9126,8562,9638653,2892344
3,2017,hordeolum,58729,26980,9638653,2892344
3,2017,hypermetropia,175726,159853,9638653,2892344
3,2017,hypertensive retinopathy,85962,71881,9638653,2892344
3,2017,hypertrichosis,51,26,9638653,2892344
3,2017,hyphema,4618,2795,9638653,2892344
3,2017,hypopyon,696,396,9638653,2892344
3,2017,intermittent heterotropia,7285,6693,9638653,2892344
3,2017,interstitial/deep keratitis,1784,1324,9638653,2892344
3,2017,iridodialysis,541,418,9638653,2892344
3,2017,iris/CB adhesions/disruptions ,2778,2238,9638653,2892344
3,2017,iris/CB degenerations,4705,4095,9638653,2892344
3,2017,iris/CB/anterior chamber cysts,393,340,9638653,2892344
3,2017,ischemic optic neuropathy,9185,7837,9638653,2892344
3,2017,keratitis - infectious,14384,9737,9638653,2892344
3,2017,keratitis - other/unspec,5252,3991,9638653,2892344
3,2017,keratoconjunctivitis - dry eye syndrome,115574,95682,9638653,2892344
3,2017,keratoconjunctivitis - infectious,1184,913,9638653,2892344
3,2017,keratoconjunctivitis - noninfectious,8136,6151,9638653,2892344
3,2017,keratoconjunctivitis - other/unspec,2888,2164,9638653,2892344
3,2017,keratoconus,19393,14250,9638653,2892344
3,2017,lacrimal gland atrophy,449,443,9638653,2892344
3,2017,lacrimal gland dislocation,87,67,9638653,2892344
3,2017,lacrimal passage infl - acute/unspec,2310,1790,9638653,2892344
3,2017,lacrimal passage infl - chronic,773,612,9638653,2892344
3,2017,lacrimal passage stenosis/insufficiency,11351,8644,9638653,2892344
3,2017,lagophthalmos,5517,3245,9638653,2892344
3,2017,lattice degeneration of retina,47192,37728,9638653,2892344
3,2017,lens dislocation,4934,3500,9638653,2892344
3,2017,lens fragments post-cataract surg,4439,2932,9638653,2892344
3,2017,"macular cyst, hole, or pseudohole",42226,32644,9638653,2892344
3,2017,malignant neoplasm - choroid,2515,2174,9638653,2892344
3,2017,malignant neoplasm - ciliary body ,74,65,9638653,2892344
3,2017,malignant neoplasm - conjunctiva,374,300,9638653,2892344
3,2017,malignant neoplasm - cornea,82,70,9638653,2892344
3,2017,malignant neoplasm - eyelid,3438,2648,9638653,2892344
3,2017,malignant neoplasm - lacrimal,17,14,9638653,2892344
3,2017,malignant neoplasm - orbit,173,122,9638653,2892344
3,2017,malignant neoplasm - other/unspec,137,110,9638653,2892344
3,2017,malignant neoplasm - retina,378,272,9638653,2892344
3,2017,mechanical strabismus,768,693,9638653,2892344
3,2017,melanoma in situ - eyelid,22,18,9638653,2892344
3,2017,myopia,368538,325744,9638653,2892344
3,2017,night blindness,223,200,9638653,2892344
3,2017,nystagmus / other irregular eye mvmts,4533,4070,9638653,2892344
3,2017,ocular cranial nerve injury,71,63,9638653,2892344
3,2017,ocular hypotony,3260,2458,9638653,2892344
3,2017,ocular laceration w/ prolapse,884,537,9638653,2892344
3,2017,ocular laceration w/o prolapse,1370,781,9638653,2892344
3,2017,ocular pain,18217,15350,9638653,2892344
3,2017,oculomotor nerve palsy,1642,1364,9638653,2892344
3,2017,optic atrophy,34429,29216,9638653,2892344
3,2017,optic chiasm disorders,368,330,9638653,2892344
3,2017,optic nerve/pathway injury,171,144,9638653,2892344
3,2017,optic neuritis,4889,4150,9638653,2892344
3,2017,orbit deformity,246,215,9638653,2892344
3,2017,orbit inflammation - acute,1179,893,9638653,2892344
3,2017,orbit inflammation - chronic,612,499,9638653,2892344
3,2017,orbit penetrating wound w/ FB,226,146,9638653,2892344
3,2017,orbit penetrating wound w/o FB,116,90,9638653,2892344
3,2017,"orbit penetrating wound, unspec",39,28,9638653,2892344
3,2017,orbital floor fracture,1371,1032,9638653,2892344
3,2017,other binocular eye mvmt dis,4527,4117,9638653,2892344
3,2017,other binocular vision disorders,726,684,9638653,2892344
3,2017,other choroid disorders,1288,1093,9638653,2892344
3,2017,other conjunctival disorders,17318,14272,9638653,2892344
3,2017,other corneal deformities,2056,1643,9638653,2892344
3,2017,other corneal disorders,13428,9965,9638653,2892344
3,2017,other diabetic ophthalmic compl,6825,5172,9638653,2892344
3,2017,other endophthalmitis,6714,3939,9638653,2892344
3,2017,other eye dis post-cataract surg,268,213,9638653,2892344
3,2017,other eyelid degenerative disorders,924,716,9638653,2892344
3,2017,other eyelid function disorders,788,734,9638653,2892344
3,2017,other globe disorders,84,67,9638653,2892344
3,2017,other hereditary corneal dystrophies ,28039,23441,9638653,2892344
3,2017,other iris/CB disorders,3506,2837,9638653,2892344
3,2017,other iris/CB vascular disorders,6169,4732,9638653,2892344
3,2017,other lacrimal gland disorders,183,158,9638653,2892344
3,2017,other lacrimal passage changes,78,75,9638653,2892344
3,2017,other non-diabetic proliferative retinopathy,2094,1558,9638653,2892344
3,2017,other optic disc disorders,10813,9465,9638653,2892344
3,2017,other optic nerve disorders,5405,4816,9638653,2892344
3,2017,other orbital disorders,842,691,9638653,2892344
3,2017,other paralytic strabismus,178,163,9638653,2892344
3,2017,other postop complications ,467,366,9638653,2892344
3,2017,other refraction/accommodation disorders,51591,47826,9638653,2892344
3,2017,other retinal microvascular abnormalities,3667,3219,9638653,2892344
3,2017,other scleral disorders,1786,1529,9638653,2892344
3,2017,other spec visual disturbances,36344,32336,9638653,2892344
3,2017,other subj visual disturb,31360,26875,9638653,2892344
3,2017,other superficial keratitis w/o conjunctivitis ,13157,10610,9638653,2892344
3,2017,other visual pathway disorders,909,850,9638653,2892344
3,2017,other vitreous opacities,152174,126682,9638653,2892344
3,2017,other/unspec corneal transplant compl,496,363,9638653,2892344
3,2017,other/unspec eye disorders,4337,3865,9638653,2892344
3,2017,other/unspec eye injuries,2270,1735,9638653,2892344
3,2017,other/unspec eyelid disorders,9039,8251,9638653,2892344
3,2017,other/unspec heterotropia,12454,11069,9638653,2892344
3,2017,other/unspec lacrimal disorders,224,206,9638653,2892344
3,2017,other/unspec lens disorder,4098,2993,9638653,2892344
3,2017,other/unspec peripheral retinal degeneration,24814,21284,9638653,2892344
3,2017,other/unspec retinal disorders,8682,7643,9638653,2892344
3,2017,other/unspec strabismus,2361,2118,9638653,2892344
3,2017,other/unspec vitreous body disorders,3081,2499,9638653,2892344
3,2017,panophthalmitis,223,131,9638653,2892344
3,2017,panuveitis,4283,3196,9638653,2892344
3,2017,papilledema,4216,3636,9638653,2892344
3,2017,posterior synechiae (iris),4348,3412,9638653,2892344
3,2017,posterior uveitis,11919,8800,9638653,2892344
3,2017,presbyopia,344732,318659,9638653,2892344
3,2017,progressive external ophthalmoplegia,142,106,9638653,2892344
3,2017,prosthetic/implant/graft displacement,72,58,9638653,2892344
3,2017,prosthetic/implant/graft other mech compl,2523,1782,9638653,2892344
3,2017,pterygium,36947,28634,9638653,2892344
3,2017,ptosis,58290,45677,9638653,2892344
3,2017,puckering of macula,254300,209353,9638653,2892344
3,2017,pupillary function anomalies,7190,6126,9638653,2892344
3,2017,recession of chamber angle,697,579,9638653,2892344
3,2017,"retained IOFB, magnetic",109,71,9638653,2892344
3,2017,"retained IOFB, nonmagnetic",531,370,9638653,2892344
3,2017,retained foreign body - eyelid,554,397,9638653,2892344
3,2017,retained foreign body - orbit due to PW,53,40,9638653,2892344
3,2017,retinal breaks or defects w/o RD,57502,42252,9638653,2892344
3,2017,retinal edema,46067,40439,9638653,2892344
3,2017,retinal hemorrhage,38583,32378,9638653,2892344
3,2017,retinal ischemia,9144,7769,9638653,2892344
3,2017,retinal microaneurysms,3817,3284,9638653,2892344
3,2017,retinal neovascularization,23159,18480,9638653,2892344
3,2017,retinal telangiectasis,3793,3317,9638653,2892344
3,2017,retinal vascular changes,4322,3613,9638653,2892344
3,2017,retinal vasculitis,1727,1361,9638653,2892344
3,2017,retinoschisis / retinal cysts,7819,6466,9638653,2892344
3,2017,retrolental fibroplasia,241,194,9638653,2892344
3,2017,scleritis,4316,3102,9638653,2892344
3,2017,scleritis - infectious,56,43,9638653,2892344
3,2017,secondary uveitis - infectious,2421,1701,9638653,2892344
3,2017,secondary uveitis - noninfectious,4495,3329,9638653,2892344
3,2017,sudden visual loss,1035,868,9638653,2892344
3,2017,superficial punctate keratitis,32385,25876,9638653,2892344
3,2017,sympathetic uveitis,296,227,9638653,2892344
3,2017,syphilitic oculopathy,56,50,9638653,2892344
3,2017,total ophthalmoplegia,29,26,9638653,2892344
3,2017,toxic maculopathy,843,753,9638653,2892344
3,2017,toxoplasma oculopathy,1409,1162,9638653,2892344
3,2017,trachoma,28,27,9638653,2892344
3,2017,transient visual loss,2740,2430,9638653,2892344
3,2017,trichiasis w/o entropion,26351,18041,9638653,2892344
3,2017,trochlear nerve palsy,2935,2564,9638653,2892344
3,2017,tuberculosis of eye,61,51,9638653,2892344
3,2017,unspec DR w/ DME,6842,5064,9638653,2892344
3,2017,unspec DR w/o DME,12587,9710,9638653,2892344
3,2017,unspec macular degeneration,15029,13791,9638653,2892344
3,2017,unspec retinal layer separation,2239,1955,9638653,2892344
3,2017,venous engorgement,1178,1026,9638653,2892344
3,2017,visual cortex disorders,342,242,9638653,2892344
3,2017,visual field defects,23756,19899,9638653,2892344
3,2017,visual impairment,2453,2156,9638653,2892344
3,2017,visual loss,4328,3863,9638653,2892344
3,2017,vitreomacular adhesion,26865,21886,9638653,2892344
3,2017,vitreous body crystalline deposits,12048,10497,9638653,2892344
3,2017,vitreous degeneration,486031,410579,9638653,2892344
3,2017,vitreous hemorrhage,73597,51531,9638653,2892344
3,2017,vitreous membranes/strands,8255,6931,9638653,2892344
3,2017,vitreous prolapse,1789,1428,9638653,2892344
3,2017,"wet AMD, active CNV",232420,178723,9638653,2892344
3,2017,"wet AMD, inactive CNV",52381,44218,9638653,2892344
3,2017,"wet AMD, inactive scar",26669,22094,9638653,2892344
3,2017,"wet AMD, unspec stage",26909,20508,9638653,2892344
3,2017,xanthelasma,1140,587,9638653,2892344
3,2017,zoster ocular disease,5545,4179,9638653,2892344
4,2017,BRAO,5147,4553,8714197,2645419
4,2017,BRVO,52451,43146,8714197,2645419
4,2017,CME post-cataract surg,4434,3474,8714197,2645419
4,2017,CRAO,4653,4049,8714197,2645419
4,2017,CRVO,38017,30676,8714197,2645419
4,2017,DME resolved after tx,1274,1096,8714197,2645419
4,2017,"FB, conjunctival sac",5046,4305,8714197,2645419
4,2017,"FB, cornea",8909,6526,8714197,2645419
4,2017,"FB, external eye other/unspec",415,350,8714197,2645419
4,2017,Fuch's endothelial dystrophy,41861,36051,8714197,2645419
4,2017,IOL breakdown,136,109,8714197,2645419
4,2017,IOL displacement,2347,1755,8714197,2645419
4,2017,IOL other mech compl,1927,1400,8714197,2645419
4,2017,NPDR w/ DME,105515,63377,8714197,2645419
4,2017,NPDR w/o DME,116127,83193,8714197,2645419
4,2017,PDR w/ DME,99512,50562,8714197,2645419
4,2017,PDR w/o DME,51467,34660,8714197,2645419
4,2017,"PDR, stable",11283,5589,8714197,2645419
4,2017,PRAO,3058,2783,8714197,2645419
4,2017,RD w/ breaks or defects,64787,42104,8714197,2645419
4,2017,"RD, other",5329,4709,8714197,2645419
4,2017,"RD, serous",3956,3236,8714197,2645419
4,2017,"RD, traction",14762,10327,8714197,2645419
4,2017,"ROP, stage 0",1380,1049,8714197,2645419
4,2017,"ROP, stage 1",357,238,8714197,2645419
4,2017,"ROP, stage 2",245,158,8714197,2645419
4,2017,"ROP, stage 3",221,169,8714197,2645419
4,2017,"ROP, stage 4",44,41,8714197,2645419
4,2017,"ROP, stage 5",45,36,8714197,2645419
4,2017,"ROP, stage unspec",1229,1054,8714197,2645419
4,2017,"RPE detachment, hemorrhagic",1363,1215,8714197,2645419
4,2017,"RPE detachment, serous",12893,11375,8714197,2645419
4,2017,"RVO, unspec",606,505,8714197,2645419
4,2017,TRAO,576,482,8714197,2645419
4,2017,abducent nerve palsy,3620,3184,8714197,2645419
4,2017,abnormal innervation syndrome,33,27,8714197,2645419
4,2017,accommodation disorders,918,885,8714197,2645419
4,2017,acute postop pain NEC,116,83,8714197,2645419
4,2017,"amblyopia, deprivation",1418,1279,8714197,2645419
4,2017,"amblyopia, refractive",16260,15142,8714197,2645419
4,2017,"amblyopia, strabismic",8433,7796,8714197,2645419
4,2017,"amblyopia, suspect",1871,1724,8714197,2645419
4,2017,"amblyopia, unspec",21073,18944,8714197,2645419
4,2017,angoid streaks of macula,644,595,8714197,2645419
4,2017,anisometropia/aniseikonia,5707,5285,8714197,2645419
4,2017,anterior synechiae (iris),1188,912,8714197,2645419
4,2017,"anterior uveitis - acute, other/unspec",5099,4059,8714197,2645419
4,2017,"anterior uveitis - acute, primary",11649,8417,8714197,2645419
4,2017,"anterior uveitis - acute, recurrent",6376,4938,8714197,2645419
4,2017,anterior uveitis - chronic,7197,5780,8714197,2645419
4,2017,anterior uveitis - other,13507,10710,8714197,2645419
4,2017,aphakia,11763,9434,8714197,2645419
4,2017,aphakic bullous k post-cataract surg,66,45,8714197,2645419
4,2017,astigmatism,236944,207781,8714197,2645419
4,2017,"background retinopathy, unspec",755,693,8714197,2645419
4,2017,benign neoplasm - choroid,53902,47205,8714197,2645419
4,2017,benign neoplasm - ciliary body,2393,1886,8714197,2645419
4,2017,benign neoplasm - conjunctiva,2233,1817,8714197,2645419
4,2017,benign neoplasm - cornea,119,101,8714197,2645419
4,2017,benign neoplasm - eyelid,15962,12863,8714197,2645419
4,2017,benign neoplasm - lacrimal,58,47,8714197,2645419
4,2017,benign neoplasm - orbit,800,570,8714197,2645419
4,2017,benign neoplasm - retina,872,770,8714197,2645419
4,2017,benign neoplasm - unspec,1438,1154,8714197,2645419
4,2017,blebitis,352,239,8714197,2645419
4,2017,blepharitis,267525,112459,8714197,2645419
4,2017,blepharochalasis,11829,5536,8714197,2645419
4,2017,blepharophimosis,357,176,8714197,2645419
4,2017,blepharospasm                    ,4282,3958,8714197,2645419
4,2017,"burn, corneal/conjunctival sac",415,236,8714197,2645419
4,2017,"burn, eyelid/periocular",36,25,8714197,2645419
4,2017,"burn, other/unspec",90,74,8714197,2645419
4,2017,carcinoma in situ - eye,85,72,8714197,2645419
4,2017,carcinoma in situ - eyelid,77,65,8714197,2645419
4,2017,"cataract, age-related",1310066,913596,8714197,2645419
4,2017,"cataract, infantile/juvenile ",2430,1906,8714197,2645419
4,2017,"cataract, other/unspec",19508,18043,8714197,2645419
4,2017,"cataract, secondary",229257,180439,8714197,2645419
4,2017,"cataract, traumatic",1658,1319,8714197,2645419
4,2017,central serous chorioretinopathy,11169,9569,8714197,2645419
4,2017,chalazion,38914,28710,8714197,2645419
4,2017,chorioretinal scars,34092,29724,8714197,2645419
4,2017,chorioretinal scars following detach surg,3824,2951,8714197,2645419
4,2017,choroidal degenerations,2135,1956,8714197,2645419
4,2017,choroidal detachment,2646,1769,8714197,2645419
4,2017,choroidal hemorrhage,682,477,8714197,2645419
4,2017,choroidal rupture,354,285,8714197,2645419
4,2017,color vision deficiencies,739,706,8714197,2645419
4,2017,conjunctival degen/deposits,44065,38117,8714197,2645419
4,2017,conjunctival hemorrhage,20488,18110,8714197,2645419
4,2017,conjunctival scars,1474,1145,8714197,2645419
4,2017,conjunctivitis - infectious,15931,12918,8714197,2645419
4,2017,conjunctivitis - noninfectious,86286,73892,8714197,2645419
4,2017,conjunctivitis - other/unspec ,6406,5375,8714197,2645419
4,2017,conjunctivitis - other/unspec acute,9142,7505,8714197,2645419
4,2017,conjunctivitis - other/unspec chronic,13737,12041,8714197,2645419
4,2017,corneal degen - arcus senilis,9456,7819,8714197,2645419
4,2017,corneal degen - band keratopathy,5739,4721,8714197,2645419
4,2017,corneal degen - nodular,4362,3505,8714197,2645419
4,2017,corneal degen - other/unspec,1613,1416,8714197,2645419
4,2017,corneal degen - peripheral,868,732,8714197,2645419
4,2017,corneal edemas,19607,14747,8714197,2645419
4,2017,corneal membrane changes,740,572,8714197,2645419
4,2017,corneal neovascularization,5068,4260,8714197,2645419
4,2017,corneal pigmentations/deposits,1545,1306,8714197,2645419
4,2017,corneal scars/opacities - central,7965,6876,8714197,2645419
4,2017,corneal scars/opacities - minor/other,32114,27863,8714197,2645419
4,2017,corneal transplant failure,1018,819,8714197,2645419
4,2017,corneal transplant rejection,1576,1142,8714197,2645419
4,2017,corneal ulcer - perforated,412,222,8714197,2645419
4,2017,"corneal ulcer - unperforated, iso epi defect",25098,16461,8714197,2645419
4,2017,"corneal ulcer - unperforated, w/ str involv",18668,10041,8714197,2645419
4,2017,"corrosion, cornea/conjunctival sac",515,283,8714197,2645419
4,2017,"corrosion, eyelid/periocular",88,59,8714197,2645419
4,2017,"corrosion, other/unspec",38,28,8714197,2645419
4,2017,cystoid macular degeneration,40510,33941,8714197,2645419
4,2017,dacryoadenitis - acute,203,148,8714197,2645419
4,2017,dacryoadenitis - chronic,178,152,8714197,2645419
4,2017,dacryoadenitis - unspec,166,139,8714197,2645419
4,2017,degenerative myopia,26569,22174,8714197,2645419
4,2017,dermatochalasis,169980,82196,8714197,2645419
4,2017,diabetic cataract,4262,2387,8714197,2645419
4,2017,diplopia,20000,18208,8714197,2645419
4,2017,drusen of macula,71933,63054,8714197,2645419
4,2017,"dry AMD, adv stage w/ subfov involv",22335,17992,8714197,2645419
4,2017,"dry AMD, adv stage w/o subfov involv",18410,14412,8714197,2645419
4,2017,"dry AMD, early stage",114998,100141,8714197,2645419
4,2017,"dry AMD, intermediate stage",123178,107864,8714197,2645419
4,2017,"dry AMD, unspec stage",44512,38003,8714197,2645419
4,2017,dry eye syndrome,403646,349197,8714197,2645419
4,2017,ectropion,22803,12818,8714197,2645419
4,2017,enophthalmos,285,258,8714197,2645419
4,2017,entropion,9116,5810,8714197,2645419
4,2017,epiphora,14386,11940,8714197,2645419
4,2017,episcleritis,6481,5158,8714197,2645419
4,2017,esotropia,13928,12581,8714197,2645419
4,2017,exophthalmos,2887,2448,8714197,2645419
4,2017,exotropia,12779,11465,8714197,2645419
4,2017,exudative retinopathy,960,818,8714197,2645419
4,2017,eye avulsion,68,57,8714197,2645419
4,2017,eyeball/orbital tissue contusion,4966,3580,8714197,2645419
4,2017,eyelid cysts,7936,6096,8714197,2645419
4,2017,eyelid dermatoses - noninfectious,13868,8820,8714197,2645419
4,2017,eyelid edema,3156,1945,8714197,2645419
4,2017,eyelid retraction,3349,1915,8714197,2645419
4,2017,eyelid vascular anomalies,211,172,8714197,2645419
4,2017,eyelid/periocular open wound,797,577,8714197,2645419
4,2017,eyelid/periocular superficial injury,1752,1459,8714197,2645419
4,2017,"glaucoma, OAG",431137,311258,8714197,2645419
4,2017,"glaucoma, PACG - acute",2174,1513,8714197,2645419
4,2017,"glaucoma, PACG - chronic ",13364,9349,8714197,2645419
4,2017,"glaucoma, PACG - other/unspec",3618,2883,8714197,2645419
4,2017,"glaucoma, PXG",14339,9810,8714197,2645419
